id,title,status,action,effectiveDate,linkedCanyons,textUrl,attachmentCount,sourceConfidence
276,Arrêté municipal (Tignale) - 29 mars 2012,Actif,Interdit,29 mars 2012,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/276/legislation.html,1,mirror_attachment_present
282,Information,Actif,Indéfini,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/282/legislation.html,0,needs_manual_search
283,Information,Actif,Interdit,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/283/legislation.html,0,needs_manual_search
284,Information,Actif,Interdit,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/284/legislation.html,0,needs_manual_search
286,Arrêté préfectoral (Doubs) - 14 jan 2010,Actif,Réglemente,14 jan 2010,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/286/legislation.html,1,mirror_attachment_present
289,Information,Actif,Interdit,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/289/legislation.html,0,needs_manual_search
290,Arrêté préfectoral (Alpes de Haute Provence) - 30 oct 2009,Actif,Interdit,30 oct 2009,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/290/legislation.html,1,mirror_attachment_present
292,Arrêté municipal (Lescun) - 05 mai 2014,Actif,Réglemente,05 mai 2014,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/292/legislation.html,1,mirror_attachment_present
294,Arrêté - 20 mai 2014,Actif,Réglemente,20 mai 2014,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/294/legislation.html,1,mirror_attachment_present
295,Arrêté municipal (Larrau) - 18 juin 2014,Actif,Réglemente,18 juin 2014,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/295/legislation.html,1,mirror_attachment_present
297,Convention - 20 déc 2011,Actif,Réglemente,20 déc 2011,4,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/297/legislation.html,1,mirror_attachment_present
299,Arrêté municipal (Caprie),Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/299/legislation.html,0,needs_manual_search
303,Information - 14 jan 2014,Actif,Interdit,14 jan 2014,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/303/legislation.html,0,needs_manual_search
304,Arrêté (Andalucía) - 11 fév 2011,Actif,Réglemente,11 fév 2011,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/304/legislation.html,2,mirror_attachment_present
311,Arrêté municipal (Saligos) - 19 juin 2015,Actif,Interdit,19 juin 2015,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/311/legislation.html,1,mirror_attachment_present
316,Arrêté,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/316/legislation.html,0,needs_manual_search
318,Arrêté préfectoral (Hautes-Pyrénées) - 25 nov 2009,Actif,Réglemente,25 nov 2009,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/318/legislation.html,1,mirror_attachment_present
322,Arrêté municipal (Touët sur Var) - 30 avr 2015,Actif,Interdit,30 avr 2015,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/322/legislation.html,0,needs_manual_search
325,Arrêté préfectoral (Pyrénées-Orientales) - 26 mars 2015,Actif,Réglemente,26 mars 2015,51,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/325/legislation.html,1,mirror_attachment_present
328,Arrêté préfectoral (Ardèche) - 22 mars 2016,Actif,Réglemente,22 mars 2016,35,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/328/legislation.html,1,mirror_attachment_present
332,Arrêté,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/332/legislation.html,0,needs_manual_search
338,Information - 30 juin 2016,Actif,Réglemente,30 juin 2016,4,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/338/legislation.html,0,needs_manual_search
339,Arrêté municipal (Borne) - 03 mai 2016,Actif,Réglemente,03 mai 2016,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/339/legislation.html,1,mirror_attachment_present
340,Arrêté (País Vasco) - 11 avr 1995,Actif,Interdit,11 avr 1995,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/340/legislation.html,1,mirror_attachment_present
344,Information - 13 sept 2016,Actif,Interdit,13 sept 2016,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/344/legislation.html,0,needs_manual_search
346,Information - 01 juil 2016,Actif,Réglemente,01 juil 2016,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/346/legislation.html,1,mirror_attachment_present
349,Arrêté préfectoral (Alpes-Maritimes) - 27 oct 2016,Actif,Réglemente,27 oct 2016,227,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/349/legislation.html,1,mirror_attachment_present
350,Arrêté (Aragón) - 02 déc 2014,Actif,Réglemente,02 déc 2014,63,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/350/legislation.html,2,mirror_attachment_present
358,Arrêté municipal (Bayons) - 10 juil 2014,Actif,Réglemente,10 juil 2014,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/358/legislation.html,1,mirror_attachment_present
363,Arrêté - 20 juil 2009,Actif,Réglemente,20 juil 2009,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/363/legislation.html,1,mirror_attachment_present
365,Arrêté,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/365/legislation.html,1,mirror_attachment_present
366,Arrêté,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/366/legislation.html,1,mirror_attachment_present
370,Information - 01 mai 2018,Actif,Réglemente,01 mai 2018,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/370/legislation.html,0,needs_manual_search
379,Arrêté (Parc national des Cévennes) - 03 mai 2016,Actif,Interdit,03 mai 2016,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/379/legislation.html,2,mirror_attachment_present
380,Arrêté municipal (St Claude) - 11 juin 2003,Actif,Réglemente,11 juin 2003,5,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/380/legislation.html,1,mirror_attachment_present
382,Information - 25 mai 2018,Actif,Réglemente,25 mai 2018,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/382/legislation.html,0,needs_manual_search
383,Arrêté municipal (Auriac) - 15 mai 2017,Actif,Réglemente,15 mai 2017,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/383/legislation.html,1,mirror_attachment_present
387,Information,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/387/legislation.html,0,needs_manual_search
395,Arrêté municipal (Les Planches-en-Montagne) - 09 juil 2018,Actif,Réglemente,09 juil 2018,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/395/legislation.html,1,mirror_attachment_present
398,Arrêté municipal (La Léchère) - 26 avr 2019,Actif,Réglemente,26 avr 2019,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/398/legislation.html,1,mirror_attachment_present
399,Arrêté municipal (Auzat) - 16 nov 2018,Actif,Réglemente,16 nov 2018,12,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/399/legislation.html,1,mirror_attachment_present
400,Convention - 10 juil 2018,Actif,Réglemente,10 juil 2018,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/400/legislation.html,1,mirror_attachment_present
402,Arrêté (Bern/Berne) - 01 jan 2020,Actif,Réglemente,01 jan 2020,63,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/402/legislation.html,3,mirror_attachment_present
406,Information - 21 mai 2020,Actif,Indéfini,21 mai 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/406/legislation.html,0,needs_manual_search
411,Arrêté municipal (Saint-Vincent-de-Mercuze) - 20 juil 2020,Actif,Réglemente,20 juil 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/411/legislation.html,1,mirror_attachment_present
414,Information - 01 avr 2021,Actif,Indéfini,01 avr 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/414/legislation.html,0,needs_manual_search
416,Arrêté - 12 fév 2021,Actif,Interdit,12 fév 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/416/legislation.html,1,mirror_attachment_present
421,Arrêté municipal (Aspremont) - 09 juil 2020,Actif,Interdit,09 juil 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/421/legislation.html,0,needs_manual_search
422,Arrêté municipal (Champcella) - 17 juin 2021,Actif,Autorise,17 juin 2021,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/422/legislation.html,2,mirror_attachment_present
423,Arrêté municipal (Comps-sur-Artuby) - 30 juin 2021,Actif,Réglemente,30 juin 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/423/legislation.html,0,needs_manual_search
425,Information - 26 juin 2020,Actif,Interdit,26 juin 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/425/legislation.html,0,needs_manual_search
426,Convention - 05 juil 2021,Actif,Réglemente,05 juil 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/426/legislation.html,0,needs_manual_search
428,Convention - 01 juil 2021,Actif,Réglemente,01 juil 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/428/legislation.html,0,needs_manual_search
429,Information - 13 avr 2015,Actif,Interdit,13 avr 2015,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/429/legislation.html,0,needs_manual_search
431,Arrêté - 24 juil 2018,Actif,Autorise,24 juil 2018,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/431/legislation.html,1,mirror_attachment_present
432,Arrêté - 20 fév 2003,Actif,Réglemente,20 fév 2003,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/432/legislation.html,0,needs_manual_search
433,Information - 17 juin 2021,Actif,Indéfini,17 juin 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/433/legislation.html,0,needs_manual_search
434,Arrêté - 09 mars 2020,Actif,Réglemente,09 mars 2020,5,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/434/legislation.html,3,mirror_attachment_present
436,Arrêté - 30 avr 2021,Actif,Indéfini,30 avr 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/436/legislation.html,2,mirror_attachment_present
437,Arrêté municipal (Roquefère) - 07 déc 2000,Actif,Interdit,07 déc 2000,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/437/legislation.html,1,mirror_attachment_present
444,Arrêté préfectoral (Var) - 15 oct 2009,Actif,Interdit,15 oct 2009,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/444/legislation.html,1,mirror_attachment_present
448,Arrêté préfectoral (Pyrénées-Atlantiques) - 02 août 2017,Actif,Réglemente,02 août 2017,5,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/448/legislation.html,1,mirror_attachment_present
449,Arrêté municipal (La Ciotat) - 03 juin 2019,Actif,Autorise,03 juin 2019,3,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/449/legislation.html,1,mirror_attachment_present
450,Arrêté municipal (Finestret) - 28 juil 2015,Actif,Interdit,28 juil 2015,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/450/legislation.html,1,mirror_attachment_present
452,Arrêté préfectoral (Doubs) - 14 jan 2010,Actif,Réglemente,14 jan 2010,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/452/legislation.html,0,needs_manual_search
453,Arrêté - 11 juin 2019,Actif,Réglemente,11 juin 2019,37,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/453/legislation.html,1,mirror_attachment_present
456,Arrêté municipal (Vulvoz) - 14 déc 2021,Actif,Autorise,14 déc 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/456/legislation.html,1,mirror_attachment_present
457,Arrêté municipal (Val Buëch-Méouge) - 10 mars 2021,Actif,Réglemente,10 mars 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/457/legislation.html,1,mirror_attachment_present
459,Arrêté municipal (Èze) - 27 jan 2022,Actif,Interdit,27 jan 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/459/legislation.html,1,mirror_attachment_present
460,Arrêté municipal (Mostuéjouls) - 02 août 2021,Actif,Interdit,02 août 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/460/legislation.html,1,mirror_attachment_present
461,Arrêté municipal (Sainte-Engrâce) - 20 avr 2021,Actif,Interdit,20 avr 2021,3,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/461/legislation.html,1,mirror_attachment_present
462,Arrêté municipal (Sainte-Engrâce) - 31 juil 2020,Actif,Interdit,31 juil 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/462/legislation.html,0,needs_manual_search
464,Convention,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/464/legislation.html,0,needs_manual_search
467,Arrêté préfectoral (Ain) - 04 déc 2002,Actif,Indéfini,04 déc 2002,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/467/legislation.html,1,mirror_attachment_present
468,Information,Actif,Indéfini,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/468/legislation.html,0,needs_manual_search
469,Arrêté municipal (La Rivière) - 15 avr 2022,Actif,Réglemente,15 avr 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/469/legislation.html,2,mirror_attachment_present
470,Arrêté municipal (Rigaud) - 29 mars 2022,Actif,Interdit,29 mars 2022,6,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/470/legislation.html,0,needs_manual_search
476,"Arrêté municipal (Corsavy, Arles-sur-Tech) - 05 mars 2019",Actif,Interdit,05 mars 2019,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/476/legislation.html,1,mirror_attachment_present
478,Arrêté préfectoral (Balearic Islands) - 11 avr 2007,Actif,Réglemente,11 avr 2007,24,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/478/legislation.html,5,mirror_attachment_present
482,Arrêté municipal (Clans) - 20 juin 2022,Actif,Interdit,20 juin 2022,4,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/482/legislation.html,1,mirror_attachment_present
484,Arrêté municipal (Coaraze) - 20 juin 2022,Actif,Interdit,20 juin 2022,2,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/484/legislation.html,1,mirror_attachment_present
485,Arrêté municipal (Escragnolles) - 14 juin 2022,Actif,Réglemente,14 juin 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/485/legislation.html,1,mirror_attachment_present
487,Arrêté,Actif,Réglemente,,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/487/legislation.html,0,needs_manual_search
490,Arrêté - 04 août 2022,Actif,Réglemente,04 août 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/490/legislation.html,1,mirror_attachment_present
495,"Arrêté municipal (Cerdon, Boyeux-Saint-Jérôme) - 10 jan 2022",Actif,Interdit,10 jan 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/495/legislation.html,1,mirror_attachment_present
496,Arrêté municipal (Callas) - 29 juin 2021,Actif,Interdit,29 juin 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/496/legislation.html,0,needs_manual_search
497,"Arrêté municipal (La Bridoire, Attignat-Oncin) - 27 sept 2022",Actif,Réglemente,27 sept 2022,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/497/legislation.html,0,needs_manual_search
499,Arrêté - 29 juin 2021,Actif,Interdit,29 juin 2021,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/499/legislation.html,0,needs_manual_search
500,Arrêté municipal (Bocognano) - 02 août 2020,Actif,Interdit,02 août 2020,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/500/legislation.html,0,needs_manual_search
503,Arrêté municipal (Breil-sur-Roya) - 04 avr 2023,Actif,Réglemente,04 avr 2023,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/503/legislation.html,1,mirror_attachment_present
504,Arrêté municipal (Saint-Georges-les-Bains) - 04 avr 2023,Actif,Réglemente,04 avr 2023,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/504/legislation.html,2,mirror_attachment_present
505,Arrêté municipal (Sewen) - 07 mars 2023,Actif,Interdit,07 mars 2023,1,https://www.descente-canyon.com/canyoning/reglementation/reglemtexte/505/legislation.html,1,mirror_attachment_present
